name,slug,city_slug,category_slug,address,phone,website,rating,reviews,latitude,longitude,short_description,description,photo,google_maps_link,place_id
"Millbrook Cafe, Bessbrook",millbrook-cafe-bessbrook-newry,newry,cafes,"11 Church Rd, Bessbrook, Newry BT35 7AQ",+44 28 3027 8663,,4.6,119,54.19547619999999,-6.397589099999999,"Cafe, Takeaway, Restaurant",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer4k4SaUg0fjoA7J_qHT9FpyHD6GOj2eeLs4BROblKj17C6PQJkBo48-_pjKoKjokGCLP3fvMTktw6drABc3_rvSINnY-yRgEq6DlTnAGUIiNAd45ELrWkOCPJwFiGPqfbGfCxt=w800-h500-k-no,"https://www.google.com/maps/place/Millbrook+Cafe%2C+Bessbrook/@54.195476199999995,-6.397589099999999,14z/data=!4m8!1m2!2m1!1sMillbrook+Cafe%2C+Bessbrook!3m4!1s0x4860c3724fe5c181:0xaa1b703b534a65f7!8m2!3d54.195476199999995!4d-6.397589099999999",ChIJgcHlT3LDYEgR92VKUztwG6o
Nan Rices Bar Lounge Restaurant,nan-rices-bar-lounge-restaurant-newry,newry,pubs,"7 Francis St, Newry BT35 8BQ",+44 28 3026 7009,https://m.facebook.com/pages/Nan-Rices/162207427133386,4.4,154,54.17344989999999,-6.342749599999999,Irish pub,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerByuvHn_FA6afF1a4wtt8BH_aiHotu49XfZPHbEae3E67i4g6y7HHPfLAwov91n3lnOjxGcRQlgK5fglEQqopnvqoUOKhEt2MpAb9kVFjaPOYfQr6xX4YCUWe9xtNQap0Rq1V-eA=w800-h500-k-no,"https://www.google.com/maps/place/Nan+Rices+Bar+Lounge+Restaurant/@54.173449899999994,-6.342749599999999,14z/data=!4m8!1m2!2m1!1sNan+Rices+Bar+Lounge+Restaurant!3m4!1s0x4860db53769247b5:0x1996e2b8daa938d9!8m2!3d54.173449899999994!4d-6.342749599999999",ChIJtUeSdlPbYEgR2Tip2rjilhk
Tiddly Town Newry,tiddly-town-newry-newry,newry,family-activities,"Unit G, North Business Park, 85 Cloghanramer Rd, Newry BT34 1QG",+44 7458 985396,https://tiddlytown.com/,4.8,83,54.2121887,-6.333264799999999,Children's Amusement Centre,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweojLoBSmKLb7TEcgiOio0RKAy-kdhmCUJayzcdbrq8LT8NIOcrtPwZDXe_FSG3aWUtbQeFsQ2D0U4s7Sd-3eyu2iVZ17y4lauIZ1LWe2SmxZu_Kz4XGlUqHRiq-FQ0pXiPYal-qFelI9Yc=w800-h500-k-no,"https://www.google.com/maps/place/Tiddly+Town+Newry/@54.2121887,-6.333264799999999,14z/data=!4m8!1m2!2m1!1sTiddly+Town+Newry!3m4!1s0x4860ddb3979b66f1:0x9492eda22597f9dd!8m2!3d54.2121887!4d-6.333264799999999",ChIJ8Wabl7PdYEgR3fmXJaLtkpQ
Downey's Butcher & Deli,downeys-butcher-deli-newry,newry,restaurants,"10 Monaghan St, Newry BT35 6AA",+44 28 3026 2655,http://www.downeysnewry.com/,4.8,41,54.1767406,-6.3411559,"Breakfast restaurant, Sandwich shop, Butchers, Butcher shop deli, Catering food and drink supplier, Deli, Fast food restaurant, Lunch restaurant",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoETUzCXthWvls1f8DR0Xym3L2jTktOCQCA4hiqJSZFeBZn8NvQQAuADUTpCkakgR3WMPl797P-LTAzHkNZtnClANNptC9Xj9_BhKVvK_c5-FjGM5ev-83R1NPD9uYRx4ZFfzzG0Q=w800-h500-k-no,"https://www.google.com/maps/place/Downey%27s+Butcher+%26+Deli/@54.176740599999995,-6.3411558999999995,14z/data=!4m8!1m2!2m1!1sDowney%27s+Butcher+%26+Deli!3m4!1s0x4860db54537941cd:0x5ca20c4fb90554d4!8m2!3d54.176740599999995!4d-6.3411558999999995",ChIJzUF5U1TbYEgR1FQFuU8Molw
The Quays Shopping Centre,the-quays-shopping-centre-newry,newry,things-to-do,"26 Bridge St, Newry BT35 8QS",+44 28 3025 6000,http://thequays.co.uk/,4.2,4061,54.1685834,-6.3398581,Shopping Centre,"Glitzy canalside mall with department store and supermarket plus fashion, fast food and a cinema.",https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5AkoqjByp59qUhYIrqoNYwZNOMhY04xDtGRBZRCwfHRQaL3NBgoEhFt076PnFCf7jBxaQGttyy9a6XJ6eINEO9EjQ295N777jQhRAB5B9Ybxp9XcVf-9EuSEtqriVV2Xzxqwq=w800-h500-k-no,"https://www.google.com/maps/place/The+Quays+Shopping+Centre/@54.168583399999996,-6.3398581,14z/data=!4m8!1m2!2m1!1sThe+Quays+Shopping+Centre!3m4!1s0x4860db4dbfb9a413:0x80c24b4f226512a0!8m2!3d54.168583399999996!4d-6.3398581",ChIJE6S5v03bYEgRoBJlIk9LwoA
Newry Golf Inn,newry-golf-inn-newry,newry,things-to-do,"11 Forkhill Rd, Cloughoge, Newry BT35 8LZ",+44 28 3026 3871,http://www.flagstafflodgenewry.com/,4.6,1239,54.1510162,-6.3496498,"Lodge, Bar, Bistro, Lounge bar, Wedding venue","Warm rooms & suites in a modest hotel offering bistro-style dining, plus a bar with live music.",https://lh3.googleusercontent.com/gps-proxy/ALd4DhHMFYy16rDFa-qs678scwENE-B_sx90MI9alV0ovJevN154WScFEm9YlXVbv09fnKCapM1bN2ISSj-CloZbguvCBfI_oEoTit7jLEdTHIkx7nh2b17236_tSLKtIM6WVY1sy0KOrrNWqLPJyhYg2l_h0OH6ohnS4jUeJRTTKZFQv3pQ5QhhJQw=w800-h500-k-no,"https://www.google.com/maps/place/Newry+Golf+Inn/@54.1510162,-6.3496498,14z/data=!4m8!1m2!2m1!1sNewry+Golf+Inn!3m4!1s0x4860c4cfaf957f5d:0xa97f47172a51ce1f!8m2!3d54.1510162!4d-6.3496498",ChIJXX-Vr8_EYEgRH85RKhdHf6k
La Dolce Vita Newry,la-dolce-vita-newry-newry,newry,things-to-do,"42 Patrick St, Newry BT35 8DN",+44 28 3025 2700,http://www.ladolcevitapizzeria.com/,4.0,366,54.1772747,-6.3457573,Pizza Takeaway,Compact takeaway restaurant for wood-fired pizzas; home delivery also available.,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqqpfksCRQ6CBCsE0kUe2_2Q5z0eyeHNsVcnPOQMSiO1HdBYODf4FKxiejr-HojMt8R-cUnkMg5zAoQT-s5d7oaRKnvqSsBhaLgOsI-F_vEAC_K7DxK_iufOSf03naBd-moGsCD=w800-h500-k-no,"https://www.google.com/maps/place/La+Dolce+Vita+Newry/@54.1772747,-6.3457573,14z/data=!4m8!1m2!2m1!1sLa+Dolce+Vita+Newry!3m4!1s0x4860db552136b2c9:0x83a5109a4df14846!8m2!3d54.1772747!4d-6.3457573",ChIJybI2IVXbYEgRRkjxTZoQpYM
Guru Indian Cuisine,guru-indian-cuisine-newry,newry,restaurants,"3 Kildare St, Newry BT34 1DQ",+44 28 3005 3659,https://gurunewry.co.uk/,4.6,209,54.1772789,-6.3366928,Indian restaurant,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweolLgIXUvdCfdtlnMkZBL0j6ZsEjJSodX-rlPLAcYMaYu5Of84qb-YPtsqTWnqaau9ZnFbAkDajodejq0hwcJuLv1WjHi0g2CERurQt-m5A3SbPrRvIH6YpsTFyraRE8tN_6k9r=w800-h500-k-no,"https://www.google.com/maps/place/Guru+Indian+Cuisine/@54.1772789,-6.3366928,14z/data=!4m8!1m2!2m1!1sGuru+Indian+Cuisine!3m4!1s0x4860db14dbfa7f75:0xd3c0d44cac91d97b!8m2!3d54.1772789!4d-6.3366928",ChIJdX_62xTbYEgRe9mRrEzUwNM
Costa Coffee,costa-coffee-newry,newry,cafes,"Unit 8, Buttercrane Shopping Centre, Buttercrane Quay, Newry BT35 8HJ",+44 28 3083 3738,http://www.costaireland.ie/,4.0,483,54.1721449,-6.341146999999999,Coffee shop,"Counter-service coffee chain offering hot drinks, iced coolers, sweet snacks and sandwiches.",https://lh3.googleusercontent.com/gps-cs-s/AHVAwep0fwWDEA_qEAi-5v4c3hk5hCx6RGBeGR__CpQGUrcHy8WRcbvcQfLr53pYlGYeSeT9hiczmJdd3lyEJgkRDCrYF1DIxQG1ZE21rbXqo0l6Y5cf3GZ9LR1lpFPT2KFncWrFfF6wHA=w800-h500-k-no,"https://www.google.com/maps/place/Costa+Coffee/@54.1721449,-6.341146999999999,14z/data=!4m8!1m2!2m1!1sCosta+Coffee!3m4!1s0x4860db53b1ee748b:0x7590cb0931caed6e!8m2!3d54.1721449!4d-6.341146999999999",ChIJi3TusVPbYEgRbu3KMQnLkHU
Bunreal,bunreal-newry,newry,things-to-do,"12c Monaghan St, Newry BT35 6AA",+44 7776 816207,https://bunreal.touchtakeaway.net/menu,4.5,203,54.1767487,-6.3413496,"Hamburger restaurant, American restaurant, Fast food restaurant",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweorbbUiGyNsv7U-qhV62XUWa5PIXiLALmW7oM_PneVZ0F-EwEsQ_AR3xTFWb9TRZ4WatXOLsunvml3uWiWQOjIv3uKtOplOcanuc4PyaZ68svko-mc6k4GsEB_24ltqLidXK4EsJw=w800-h500-k-no,"https://www.google.com/maps/place/Bunreal/@54.1767487,-6.3413496,14z/data=!4m8!1m2!2m1!1sBunreal!3m4!1s0x4860dbce417e2b45:0x96878cb9134d9b5e!8m2!3d54.1767487!4d-6.3413496",ChIJRSt-Qc7bYEgRXptNE7mMh5Y
46 Mill Street,46-mill-street-newry,newry,pubs,"46 Mill St, Newry BT34 1AG",,,4.7,13,54.1737129,-6.338674699999999,Pub,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweobtFAHDqeiWW_2BFmRhQcePkOiqR85z7cBwfxZJ2KSNvPZCkoWz7YnyVPCOkl7W-iEbKcW3kPoh1Mw1X0zssJasVU8iRSGZ8kCLtYCvsiIbNF1_089OAP-g1AD79GfCj3W2veM9g=w800-h500-k-no,"https://www.google.com/maps/place/46+Mill+Street/@54.1737129,-6.338674699999999,14z/data=!4m8!1m2!2m1!1s46+Mill+Street!3m4!1s0x4860dbbbf5dece99:0xbc682b4345df3e3d!8m2!3d54.1737129!4d-6.338674699999999",ChIJmc7e9bvbYEgRPT7fRUMraLw
The WELL-Bean Cafe,the-well-bean-cafe-newry,newry,things-to-do,"3 River St, Newry BT34 2DQ",+44 28 3044 2326,https://www.pipshopeandsupport.org/the-well-bean-cafe,5.0,1,54.1710939,-6.3380924,Mental Health Services,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5zQC0h_vxfK5zYC-hHImow&cb_client=search.gws-prod.gps&w=800&h=500&yaw=319.8968&pitch=0&thumbfov=100,"https://www.google.com/maps/place/The+WELL-Bean+Cafe/@54.171093899999995,-6.3380924,14z/data=!4m8!1m2!2m1!1sThe+WELL-Bean+Cafe!3m4!1s0x4860dbb7968e93bd:0xd45d3864f3594d9f!8m2!3d54.171093899999995!4d-6.3380924",ChIJvZOOlrfbYEgRn01Z82Q4XdQ
Sticky Fingers Arts,sticky-fingers-arts-newry,newry,things-to-do,"The Imaginarium, 10 Upper Edward St, Newry BT35 6AX",+44 28 3025 7885,http://www.stickyfingersarts.co.uk/,4.6,161,54.178517,-6.343208,"Arts Organisation, Non-profit organisation",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq0wSuRkMlCzkQzHOi_WdkveIHFQGjvrjXLXgaOhpB3t6_1cCbkDpAUee9eT5mGuKC7F0cidhQZWNyA-fe4Bs6Z1eKBKbvTBf0wmxJYOG3jxRLKe9OKnpU_D8TgPB5hoM-VJsp4=w800-h500-k-no,"https://www.google.com/maps/place/Sticky+Fingers+Arts/@54.178517,-6.343208,14z/data=!4m8!1m2!2m1!1sSticky+Fingers+Arts!3m4!1s0x4860db5180ab7007:0xc8ab3fb09c271805!8m2!3d54.178517!4d-6.343208",ChIJB3CrgFHbYEgRBRgnnLA_q8g
The Yellow Heifer,the-yellow-heifer-newry,newry,pubs,"16 Main St, Camlough, Newry BT35 7JG",+44 28 3083 0505,http://www.theyellowheifer.co.uk/,4.7,462,54.1807347,-6.4096923,"Irish pub, Restaurant",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo8P2HGGZszCHCFctaFLleJM4ezLhqzJIY2bRJ0vg6AnCPEEL4HsqrrlqDQOwZ6ItTLE1VoTUEXlyRS8IMQzVDEg4LC-Oq_F077oQJUJODSjckunR8nMmV0P8JHfUjCOpehKkql=w800-h500-k-no,"https://www.google.com/maps/place/The+Yellow+Heifer/@54.180734699999995,-6.4096923,14z/data=!4m8!1m2!2m1!1sThe+Yellow+Heifer!3m4!1s0x4860c36cfc4c80e1:0x3bff5ea1138481ca!8m2!3d54.180734699999995!4d-6.4096923",ChIJ4YBM_GzDYEgRyoGEE6Fe_zs
Buttercrane Shopping Centre,buttercrane-shopping-centre-newry,newry,things-to-do,"Buttercrane Quay, Newry BT35 8HJ",+44 28 3026 4627,http://www.buttercraneshopping.co.uk/,4.3,3360,54.1717814,-6.3408177,Shopping Centre,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerVGtKStXsAs2pYUYdaZS0U6P13kky2RNE3TstK4z-JRwQuInla0bblfLKNWS8bo5876u2NpQkr43srWjbyQgFaa2C9RyFInlPQr-szgeSMgjUUJOgK15b0jnigaIcUlbYalSYX=w800-h500-k-no,"https://www.google.com/maps/place/Buttercrane+Shopping+Centre/@54.1717814,-6.3408177,14z/data=!4m8!1m2!2m1!1sButtercrane+Shopping+Centre!3m4!1s0x4860db525fca6649:0xe735178a107310c4!8m2!3d54.1717814!4d-6.3408177",ChIJSWbKX1LbYEgRxBBzEIoXNec
Friar Tuck's Newry - Monaghan Street,friar-tucks-newry-monaghan-street-newry,newry,cafes,"6 Monaghan St, Newry BT35 6AA",+44 28 3026 8486,http://www.friartucks.ie/,4.2,903,54.1767249,-6.3408647,"Cafe, Hamburger restaurant, Fast food restaurant",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepgdK_S4P37ujDC6UovePqi8eDuY2RKtQuBdVb1h_rOtFcUC0masWmk799fgD3PPxBd6MWM0BeNTnbdwVoV8q8HgtFLrs9Wy9ID9b3Kvfjt9UI40swXRllvvv3NDy7ENL8knKqfIg=w800-h500-k-no,"https://www.google.com/maps/place/Friar+Tuck%27s+Newry+-+Monaghan+Street/@54.176724899999996,-6.3408647,14z/data=!4m8!1m2!2m1!1sFriar+Tuck%27s+Newry+-+Monaghan+Street!3m4!1s0x4860db5454533fe1:0xe94981658d56834c!8m2!3d54.176724899999996!4d-6.3408647",ChIJ4T9TVFTbYEgRTINWjWWBSek
Bravo Live Cuisine Restaurant,bravo-live-cuisine-restaurant-newry,newry,restaurants,"Unit 2 Phase, Co Down, 2 The Quays, Newry BT35 8QS",+44 28 3025 0444,,4.3,692,54.1677691,-6.341584,Buffet restaurant,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqFEy7SWOh2DlXHMYb7g2M8GZVDgN6LR4UTHx-7peFaS5xxXgHdhjHdLqfs7IvdEDfKiNgp8NODKNpDfiTdvKHqwqFIoezHAuhbWjJXIByviyDttnoB2iZVda9la4e1kB6Mq-2cGQ=w800-h500-k-no,"https://www.google.com/maps/place/Bravo+Live+Cuisine+Restaurant/@54.1677691,-6.341584,14z/data=!4m8!1m2!2m1!1sBravo+Live+Cuisine+Restaurant!3m4!1s0x4860db4d738fffff:0x75d03e6ba54d432b!8m2!3d54.1677691!4d-6.341584",ChIJ__-Pc03bYEgRK0NNpWs-0HU
The Boulevard Event Catering Newry,the-boulevard-event-catering-newry-newry,newry,things-to-do,"Margaret Square, Newry BT34 1DE",+44 7761 606361,,4.6,61,54.17646939999999,-6.337854699999999,Caterer,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq9czEb_OHPbjMyU3kBrQQtCf-49jWj9SJkC9wpR6fBieZVllBt2nWro1IfE-MLY68QXLamEyNQzQ-4pQCwRZt3hhZTsPoNiFF22ZyxIqLDb5UPddmnSX94yz32-xEcUkRyPlV7yA=w800-h500-k-no,"https://www.google.com/maps/place/The+Boulevard+Event+Catering+Newry/@54.176469399999995,-6.337854699999999,14z/data=!4m8!1m2!2m1!1sThe+Boulevard+Event+Catering+Newry!3m4!1s0x4860db56934197b5:0xc5c698f65a2630ce!8m2!3d54.176469399999995!4d-6.337854699999999",ChIJtZdBk1bbYEgRzjAmWvaYxsU
Ka's Chinese Takeaway,kas-chinese-takeaway-newry,newry,restaurants,"6AA, 50 Monaghan St, Newry BT35 6AA",+44 28 3083 3223,,4.5,142,54.1773788,-6.3461557,"Chinese Takeaway, Chinese restaurant",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweomrXxHwKAYa8zhTkSQXeRNyPovhbnt2qEQ3TNExn9kfUnba8Q6WZwBWDfvV8NEguC8H7FBPieZFS1VgzDiGmG-sQON_p7w8zGAWCVj4NVt5sQwcaBZ70bruxMjGXYefP_VxqKxtA=w800-h500-k-no,"https://www.google.com/maps/place/Ka%27s+Chinese+Takeaway/@54.1773788,-6.3461557,14z/data=!4m8!1m2!2m1!1sKa%27s+Chinese+Takeaway!3m4!1s0x4860db5525e7cf3b:0x3a28dcbeafe615c!8m2!3d54.1773788!4d-6.3461557",ChIJO8_nJVXbYEgRXGH-6suNogM
Just Good Grub,just-good-grub-newry,newry,restaurants,"Unit 2, WIN Business Park, Canal Quay, Newry BT35 6PH",+44 28 3005 5244,https://iwantfed.com/justgoodgrub,4.6,27,54.1840349,-6.3370093,"Restaurant, Food broker",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq5oq8wI9sdL8ukruyyk5xJ85vAgU5HD5FOHPwWAy5eYw8WsIkqHnuFLZJz4jpSmNWWrIhUQZVtP_trCVd8vU011IyPVwYgDeG9rXBHudgSfGHOR2_yQrG3d3KuWfEN5aDgO1VF=w800-h500-k-no,"https://www.google.com/maps/place/Just+Good+Grub/@54.1840349,-6.3370093,14z/data=!4m8!1m2!2m1!1sJust+Good+Grub!3m4!1s0x4860dca8feaaaaab:0x5d07446ee586c9bd!8m2!3d54.1840349!4d-6.3370093",ChIJq6qq_qjcYEgRvcmG5W5EB10
Tesco Cafe,tesco-cafe-newry,newry,cafes,"Carneyhough, 24 Downshire Rd, Newry BT34 1EE",+44 345 266 6572,https://www.tesco.com/store-locator/newry/tesco/cafe%3Fsc_cmp%3Dref*yg*stc*5031%26utm_source%3Dyext_google%26utm_campaign%3Dlocal_cafe_NI%26utm_medium%3Dorganic,4.5,8,54.1826794,-6.332863499999999,"Cafe, Breakfast restaurant, Brunch restaurant, Coffee shop",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoq1xpBbrGun9aHFzVDjDqsxna042A-9T9PjUkoDDIS4UyIAGTr7mCtnPLZXvDw593csrwFZd8K5VEY0B3D5tAZ5lDNa5N_fx1cNfdzsYL5Q6ng9E8cNF7ARGK3AqCGA-HqT0N_=w800-h500-k-no,"https://www.google.com/maps/place/Tesco+Cafe/@54.1826794,-6.332863499999999,14z/data=!4m8!1m2!2m1!1sTesco+Cafe!3m4!1s0x4860dda20f06a349:0x47e143ce6dd2d188!8m2!3d54.1826794!4d-6.332863499999999",ChIJSaMGD6LdYEgRiNHSbc5D4Uc
Fly Boy Pizza & Wings Newry,fly-boy-pizza-wings-newry-newry,newry,things-to-do,"34 Monaghan St, Newry BT35 6AA",+44 28 3005 2262,https://flyboy.pizza/,4.3,48,54.1772449,-6.3446712,Pizza Takeaway,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoj8lYS0_IJbU5lw1vPOaIVwQ_vq4RKkTpEiEnFYIPpfItSmPMf5TNDm2AN8NOnCAo_NgGMpqnNe6dIjSnA0BBSN5fGlrYkXjRWNVNnMOAj-XzcNbnp_4RTUo4az7kqkccbPhcNMYl8E6Yu=w800-h500-k-no,"https://www.google.com/maps/place/Fly+Boy+Pizza+%26+Wings+Newry/@54.1772449,-6.3446712,14z/data=!4m8!1m2!2m1!1sFly+Boy+Pizza+%26+Wings+Newry!3m4!1s0x4860db1e58e3b197:0x4441c15306697dc!8m2!3d54.1772449!4d-6.3446712",ChIJl7HjWB7bYEgR3JdmMBUcRAQ
"Magee's Bar, Newry",magees-bar-newry-newry,newry,pubs,"20 Merchants Quay, Newry BT35 6AH",+44 28 3026 2687,,4.7,174,54.1774564,-6.339216599999999,Pub,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepzSUWTQlWa7yL7jHIZ2Ue818hj7-EeUjFtW6HaYkhS3dMqd4qNytxeneZ-D1jV6ptY1e04j-84wTuyoi_vKePgOo6Sud0XxzGJyyA1jMV13PcnwfZbw4V3qVlq7YOSpSnNlQXx=w800-h500-k-no,"https://www.google.com/maps/place/Magee%27s+Bar%2C+Newry/@54.1774564,-6.339216599999999,14z/data=!4m8!1m2!2m1!1sMagee%27s+Bar%2C+Newry!3m4!1s0x4860db566a2fafa1:0xafe2447ec8b45fbe!8m2!3d54.1774564!4d-6.339216599999999",ChIJoa8valbbYEgRvl-0yH5E4q8
Kings Chinese,kings-chinese-newry,newry,restaurants,"9 Canal St, Newry BT35 6JB",+44 28 3026 7926,https://www.facebook.com/kingschinesetakeawaynewry/,4.5,123,54.1790314,-6.3379857,"Chinese Takeaway, Fast food restaurant",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweornU1W_ZOyMh3uaMbTDPxP79HeWghQXR6qHIjRROLmgjyUvUX2bOEy3MMuxYso_f2T4fYmyhpMZAfwIPyI2C49-5kUzmNaLY9Te7ZyPmgJGxUoHd3fIrGyhaNWQh4Yx8sjYTXE3Q=w800-h500-k-no,"https://www.google.com/maps/place/Kings+Chinese/@54.1790314,-6.3379857,14z/data=!4m8!1m2!2m1!1sKings+Chinese!3m4!1s0x4860dca9e44871eb:0xa7a95e195133b05f!8m2!3d54.1790314!4d-6.3379857",ChIJ63FI5KncYEgRX7AzURleqac
Transylvania,transylvania-newry,newry,restaurants,"12B Upper Water St, Newry BT34 1DJ",+44 28 3083 3363,https://transylvaniatakeaway.com/,4.0,176,54.17664139999999,-6.3363498,"Takeaway, Fast food restaurant, Kebab Shop, Pizza delivery, Pizza restaurant, Pizza Takeaway, Romanian restaurant",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoZbv3slYCZrEbeDsOLtQHT6KBF1WAIrB7Y4KYW1ZZIqUXt8E8p9UfZutVo5ACVtidk-rDdTPmIlZZN63prIHCjVJj-ztVMTUj6J7eTRMUdENays6vjts0_6W4IIWutCK4tfYRz=w800-h500-k-no,"https://www.google.com/maps/place/Transylvania/@54.176641399999994,-6.3363498,14z/data=!4m8!1m2!2m1!1sTransylvania!3m4!1s0x4860db5449057c27:0xdc586ab0362b3072!8m2!3d54.176641399999994!4d-6.3363498",ChIJJ3wFSVTbYEgRcjArNrBqWNw
Sergio's,sergios-newry,newry,things-to-do,"4 Catherine St, Newry BT35 6BE",+44 28 3016 0607,https://sergiosnewry.co.uk/%3Futm_source%3DGMBwebsite%26utm_medium%3Dorganic%26utm_campaign%3DGoogle%2520My%2520Business,4.0,238,54.1772748,-6.3417387,"Pizza Takeaway, Meal Delivery, Pizza restaurant",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqJ5Vf0uLr5KQXqVm3rweq_Cccj6IWqTGQB0ovNKm30ILuZwmB4TkPl67RKZC98tlYx-bVAPLkayYAMx3TrGnAoXLkRovNxvjZf3bHXY5IROJVnE7NC6p1Xdo08KS6Ikw_Cz2ZAnw=w800-h500-k-no,"https://www.google.com/maps/place/Sergio%27s/@54.1772748,-6.3417387,14z/data=!4m8!1m2!2m1!1sSergio%27s!3m4!1s0x4860db55b54dee79:0xa0ca8ba64c3aef90!8m2!3d54.1772748!4d-6.3417387",ChIJee5NtVXbYEgRkO86TKaLyqA
The Pan Inn,the-pan-inn-newry,newry,restaurants,"Unit 1, Kingsway Arcade, 12 Monaghan St, Newry BT35 6AA",+44 28 3005 1717,,4.8,12,54.1768462,-6.341758,"Restaurant, Chinese Takeaway",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoSYkTsg4XXQZcpXt2ZBMV-c_WZCUwgD3zHfcANXhT-ugwfmumcO7m0jCp8ZAKEV110WLsr0TCsyFnL3XmEWyU_s9w-1K9GVKK64oAN8fx4HWKlvi24x4ECa9jkFks7CK7zqTPqOsUFnICn=w800-h500-k-no,"https://www.google.com/maps/place/The+Pan+Inn/@54.1768462,-6.341758,14z/data=!4m8!1m2!2m1!1sThe+Pan+Inn!3m4!1s0x4860db640df1ce73:0xa7fc87841c4e7e02!8m2!3d54.1768462!4d-6.341758",ChIJc87xDWTbYEgRAn5OHISH_Kc
The Granary Bar,the-granary-bar-newry,newry,pubs,"Merchants Quay, Newry BT35 8HF",+44 28 3025 1234,https://www.canalcourthotel.com/granary-carvery-and-grill.html,4.3,64,54.1762762,-6.340056,Pub,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqkztAbmFVzJ4Fj4ooRs65b1PjRomyqtI7ynZc9g53prcM-yZXP3JdVn2i16YKB3b4BRidmnjAUIW0JBAG7axbYarQcm0vLFqFHm9kyu_Trk3KFwvO-fVfw38Ux9RREVyGXMJLEwQ=w800-h500-k-no,"https://www.google.com/maps/place/The+Granary+Bar/@54.1762762,-6.340056,14z/data=!4m8!1m2!2m1!1sThe+Granary+Bar!3m4!1s0x4860db5423fd0c29:0xaef851babe6b52e9!8m2!3d54.1762762!4d-6.340056",ChIJKQz9I1TbYEgR6VJrvrpR-K4
East Ocean,east-ocean-newry,newry,restaurants,"15 Railway Ave, Newry BT35 6BA",+44 28 3025 7776,,4.5,241,54.1777303,-6.3438628,"Chinese Takeaway, Fast food restaurant",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqkwOwCWG18harOQ4MFZzJkmv6Kf_PiNRnsrd2c8j-wWr2DnyfOQ_rxNvvqQjEAA0e5d_BrY9pNpDiQgtQM3B7sIfs54RN35aGJ9DK2u9kEMizLvdiv1Ffz4Fu4A81EJou6peTIRQ=w800-h500-k-no,"https://www.google.com/maps/place/East+Ocean/@54.1777303,-6.3438628,14z/data=!4m8!1m2!2m1!1sEast+Ocean!3m4!1s0x4860db55093cef2d:0x91fa87719d0867e4!8m2!3d54.1777303!4d-6.3438628",ChIJLe88CVXbYEgR5GcInXGH-pE
Ned Kelly's Food Bar,ned-kellys-food-bar-newry,newry,restaurants,"3 Dominic St, Newry BT35 8BN",+44 28 3026 5420,,4.3,88,54.1733159,-6.3442986,Fish and chips takeaway,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2tOvKeZPn5MrpHpwW3t5JbuN9djBs3cS-Yg6717vDHSMYn51s3qFLbWwnifeVSfu0QzMdB6SS2OeQJSZWeIXcXAxcrr-sTwNpqNJZo2kIUpqDGNVBtHwCgfVv1bHmyv8vO2w=w800-h500-k-no,"https://www.google.com/maps/place/Ned+Kelly%27s+Food+Bar/@54.1733159,-6.3442986,14z/data=!4m8!1m2!2m1!1sNed+Kelly%27s+Food+Bar!3m4!1s0x4860db5318fb4585:0x532287ae7da08423!8m2!3d54.1733159!4d-6.3442986",ChIJhUX7GFPbYEgRI4Sgfa6HIlM
